카테고리,단어,뜻,예문,해석,학습 상태
중급 필수 영단어,year,[명사] 해,We talked about year during the lesson.,우리는 수업 중 해에 대해 이야기했다.,미학습
중급 필수 영단어,time,[명사] 시간,We talked about time during the lesson.,우리는 수업 중 시간에 대해 이야기했다.,미학습
중급 필수 영단어,hour,[명사] 시간,We talked about hour during the lesson.,우리는 수업 중 시간에 대해 이야기했다.,미학습
중급 필수 영단어,minute,[명사] 분,We talked about minute during the lesson.,우리는 수업 중 분에 대해 이야기했다.,미학습
중급 필수 영단어,moment,[명사] 순간,We talked about moment during the lesson.,우리는 수업 중 순간에 대해 이야기했다.,미학습
중급 필수 영단어,life,[명사] 삶,We talked about life during the lesson.,우리는 수업 중 삶에 대해 이야기했다.,미학습
중급 필수 영단어,work,[명사] 일,We talked about work during the lesson.,우리는 수업 중 일에 대해 이야기했다.,미학습
중급 필수 영단어,job,[명사] 직업,We talked about job during the lesson.,우리는 수업 중 직업에 대해 이야기했다.,미학습
중급 필수 영단어,office,[명사] 사무실,We talked about office during the lesson.,우리는 수업 중 사무실에 대해 이야기했다.,미학습
중급 필수 영단어,company,[명사] 회사,We talked about company during the lesson.,우리는 수업 중 회사에 대해 이야기했다.,미학습
중급 필수 영단어,business,[명사] 사업,We talked about business during the lesson.,우리는 수업 중 사업에 대해 이야기했다.,미학습
중급 필수 영단어,project,[명사] 프로젝트,We talked about project during the lesson.,우리는 수업 중 프로젝트에 대해 이야기했다.,미학습
중급 필수 영단어,plan,[명사] 계획,We talked about plan during the lesson.,우리는 수업 중 계획에 대해 이야기했다.,미학습
중급 필수 영단어,goal,[명사] 목표,We talked about goal during the lesson.,우리는 수업 중 목표에 대해 이야기했다.,미학습
중급 필수 영단어,idea,[명사] 생각,We talked about idea during the lesson.,우리는 수업 중 생각에 대해 이야기했다.,미학습
중급 필수 영단어,reason,[명사] 이유,We talked about reason during the lesson.,우리는 수업 중 이유에 대해 이야기했다.,미학습
중급 필수 영단어,problem,[명사] 문제,We talked about problem during the lesson.,우리는 수업 중 문제에 대해 이야기했다.,미학습
중급 필수 영단어,answer,[명사] 답,We talked about answer during the lesson.,우리는 수업 중 답에 대해 이야기했다.,미학습
중급 필수 영단어,question,[명사] 질문,We talked about question during the lesson.,우리는 수업 중 질문에 대해 이야기했다.,미학습
중급 필수 영단어,result,[명사] 결과,We talked about result during the lesson.,우리는 수업 중 결과에 대해 이야기했다.,미학습
중급 필수 영단어,choice,[명사] 선택,We talked about choice during the lesson.,우리는 수업 중 선택에 대해 이야기했다.,미학습
중급 필수 영단어,chance,[명사] 기회,We talked about chance during the lesson.,우리는 수업 중 기회에 대해 이야기했다.,미학습
중급 필수 영단어,change,[명사] 변화,We talked about change during the lesson.,우리는 수업 중 변화에 대해 이야기했다.,미학습
중급 필수 영단어,growth,[명사] 성장,We talked about growth during the lesson.,우리는 수업 중 성장에 대해 이야기했다.,미학습
중급 필수 영단어,value,[명사] 가치,We talked about value during the lesson.,우리는 수업 중 가치에 대해 이야기했다.,미학습
중급 필수 영단어,quality,[명사] 품질,We talked about quality during the lesson.,우리는 수업 중 품질에 대해 이야기했다.,미학습
중급 필수 영단어,service,[명사] 서비스,We talked about service during the lesson.,우리는 수업 중 서비스에 대해 이야기했다.,미학습
중급 필수 영단어,product,[명사] 제품,We talked about product during the lesson.,우리는 수업 중 제품에 대해 이야기했다.,미학습
중급 필수 영단어,client,[명사] 의뢰인,We talked about client during the lesson.,우리는 수업 중 의뢰인에 대해 이야기했다.,미학습
중급 필수 영단어,manager,[명사] 관리자,We talked about manager during the lesson.,우리는 수업 중 관리자에 대해 이야기했다.,미학습
중급 필수 영단어,leader,[명사] 지도자,We talked about leader during the lesson.,우리는 수업 중 지도자에 대해 이야기했다.,미학습
중급 필수 영단어,member,[명사] 구성원,We talked about member during the lesson.,우리는 수업 중 구성원에 대해 이야기했다.,미학습
중급 필수 영단어,staff,[명사] 직원,We talked about staff during the lesson.,우리는 수업 중 직원에 대해 이야기했다.,미학습
중급 필수 영단어,worker,[명사] 근로자,We talked about worker during the lesson.,우리는 수업 중 근로자에 대해 이야기했다.,미학습
중급 필수 영단어,skill,[명사] 기술,We talked about skill during the lesson.,우리는 수업 중 기술에 대해 이야기했다.,미학습
중급 필수 영단어,knowledge,[명사] 지식,We talked about knowledge during the lesson.,우리는 수업 중 지식에 대해 이야기했다.,미학습
중급 필수 영단어,study,[명사] 공부,We talked about study during the lesson.,우리는 수업 중 공부에 대해 이야기했다.,미학습
중급 필수 영단어,research,[명사] 연구,We talked about research during the lesson.,우리는 수업 중 연구에 대해 이야기했다.,미학습
중급 필수 영단어,science,[명사] 과학,We talked about science during the lesson.,우리는 수업 중 과학에 대해 이야기했다.,미학습
중급 필수 영단어,history,[명사] 역사,We talked about history during the lesson.,우리는 수업 중 역사에 대해 이야기했다.,미학습
중급 필수 영단어,art,[명사] 예술,We talked about art during the lesson.,우리는 수업 중 예술에 대해 이야기했다.,미학습
중급 필수 영단어,culture,[명사] 문화,We talked about culture during the lesson.,우리는 수업 중 문화에 대해 이야기했다.,미학습
중급 필수 영단어,language,[명사] 언어,We talked about language during the lesson.,우리는 수업 중 언어에 대해 이야기했다.,미학습
중급 필수 영단어,letter,[명사] 글자,We talked about letter during the lesson.,우리는 수업 중 글자에 대해 이야기했다.,미학습
중급 필수 영단어,word,[명사] 단어,We talked about word during the lesson.,우리는 수업 중 단어에 대해 이야기했다.,미학습
중급 필수 영단어,sentence,[명사] 문장,We talked about sentence during the lesson.,우리는 수업 중 문장에 대해 이야기했다.,미학습
중급 필수 영단어,story,[명사] 이야기,We talked about story during the lesson.,우리는 수업 중 이야기에 대해 이야기했다.,미학습
중급 필수 영단어,news,[명사] 소식,We talked about news during the lesson.,우리는 수업 중 소식에 대해 이야기했다.,미학습
중급 필수 영단어,report,[명사] 보고서,We talked about report during the lesson.,우리는 수업 중 보고서에 대해 이야기했다.,미학습
중급 필수 영단어,document,[명사] 문서,We talked about document during the lesson.,우리는 수업 중 문서에 대해 이야기했다.,미학습
중급 필수 영단어,record,[명사] 기록,We talked about record during the lesson.,우리는 수업 중 기록에 대해 이야기했다.,미학습
중급 필수 영단어,system,[명사] 체계,We talked about system during the lesson.,우리는 수업 중 체계에 대해 이야기했다.,미학습
중급 필수 영단어,network,[명사] 망,We talked about network during the lesson.,우리는 수업 중 망에 대해 이야기했다.,미학습
중급 필수 영단어,website,[명사] 웹사이트,We talked about website during the lesson.,우리는 수업 중 웹사이트에 대해 이야기했다.,미학습
중급 필수 영단어,email,[명사] 이메일,We talked about email during the lesson.,우리는 수업 중 이메일에 대해 이야기했다.,미학습
중급 필수 영단어,message,[명사] 메시지,We talked about message during the lesson.,우리는 수업 중 메시지에 대해 이야기했다.,미학습
중급 필수 영단어,address,[명사] 주소,We talked about address during the lesson.,우리는 수업 중 주소에 대해 이야기했다.,미학습
중급 필수 영단어,bank,[명사] 은행,We talked about bank during the lesson.,우리는 수업 중 은행에 대해 이야기했다.,미학습
중급 필수 영단어,account,[명사] 계좌,We talked about account during the lesson.,우리는 수업 중 계좌에 대해 이야기했다.,미학습
중급 필수 영단어,budget,[명사] 예산,We talked about budget during the lesson.,우리는 수업 중 예산에 대해 이야기했다.,미학습
중급 필수 영단어,profit,[명사] 이익,We talked about profit during the lesson.,우리는 수업 중 이익에 대해 이야기했다.,미학습
중급 필수 영단어,loss,[명사] 손실,We talked about loss during the lesson.,우리는 수업 중 손실에 대해 이야기했다.,미학습
중급 필수 영단어,risk,[명사] 위험,We talked about risk during the lesson.,우리는 수업 중 위험에 대해 이야기했다.,미학습
중급 필수 영단어,safety,[명사] 안전,We talked about safety during the lesson.,우리는 수업 중 안전에 대해 이야기했다.,미학습
중급 필수 영단어,health,[명사] 건강,We talked about health during the lesson.,우리는 수업 중 건강에 대해 이야기했다.,미학습
중급 필수 영단어,care,[명사] 돌봄,We talked about care during the lesson.,우리는 수업 중 돌봄에 대해 이야기했다.,미학습
중급 필수 영단어,medicine,[명사] 약,We talked about medicine during the lesson.,우리는 수업 중 약에 대해 이야기했다.,미학습
중급 필수 영단어,hospital,[명사] 병원,We talked about hospital during the lesson.,우리는 수업 중 병원에 대해 이야기했다.,미학습
중급 필수 영단어,doctor,[명사] 의사,We talked about doctor during the lesson.,우리는 수업 중 의사에 대해 이야기했다.,미학습
